text,entity,entity_tag,entity_pos_start_rel,entity_pos_end_rel,category
"единственный гол матч — счёт жервиньо , отличиться передача дрогб занавес первый тайм .",жервиньо,PERSON,36,44,1
"презентация глянец новый формат посетить известный украина её предел художник , именитый дизайнер звёздный гость : диана агаян , александр кормилицын , юлия богдан , алексей виктория лебедько , танака икукий , елена гребенюк , константин зубач , андрей киш ( kishe ) , владлен сопко , поль манондиз ведущий телепроект « всё буде добро » надежда матвеев .",танака икукий,PERSON,208,220,1
"время избирательный кампания , 85 - летний арпайо выступать поддержка кандидатура дональд трамп .",дональд трамп,PERSON,83,98,1
"2014 год дело закрытый , возобновить 2016 год , голстейн интервью fox news заявить , убить талиб , задержать афганский район мардж , опасение , , отпустить свобода , нападать афганец , помогать американский военный .",голстейн,PERSON,78,86,1
интересный дуэль вратарь : хороший канадский вратарь ( роберто люонго ) встретиться хороший американский ( тим томас ) .,тим томас,PERSON,120,129,1
"министр иностранный дело иран али акбар салех турецкий коллега ахмет давутогла заявить , сотрудничать борьба курдский рабочий партия иранский аффилиат – партия свободный жизнь курдистан .",али акбар салех,PERSON,30,46,1
"также помолиться , израильтянин палестинец смочь жить мир .",израильтянин,NATIONALITY,32,43,1
"китайский политик , побеседовать советник президент обама национальный безопасность сьюзан райса , добавить также , необходимо учитывать законный право интерес весь этнический группа , проживать украина .",китайский политик,PROFESSION,0,17,1
американский представитель оон джон болтон ( john bolton ) приветствовать российско - китайский проект шаг вперёд .,китайский,COUNTRY,85,94,1
"verizon получить актив компания , yahoo sports , yahoo finance , tumblr , flurry , gemini .",gemini,ORGANIZATION,88,94,1
партнёр фонд стать верный соратник баффет чарли мангера .,баффет,PERSON,46,53,1
"25 - летний девушка выложить фотография больничный палата хороший подруга франсия райса , который стать её донор :",франсия райса,PERSON,76,91,1
", год назад картина дать наслать благодаря усилие следователь нидерланды уважение представитель местный криминал искусство ( оказаться , кража предмет искусство , среди голландский вор – страшный проступок ) .",голландский,NATIONALITY,190,201,1
"выходец нигерия , член партия « лига север » тони ивобь ( toni iwobi ) избрать сенат италия результат парламентский выборы .",лига север,ORGANIZATION,33,44,1
", песня ' ' time is on my side ' ' ( время работать ) , участник группа ' ' rolling stones ' ' дожить день , куба изменить свой отношение легендарный музыка .",rolling stones,ORGANIZATION,88,102,1
"слово , весьма тронутый тёплый приём профессиональный помощь китайский медик .",медик,PROFESSION,84,91,1
"австралийский премьер - министр джон говард ( john howard ) сказать , знать ирвин страна потерять « замечательный человек » .",ирвин,PERSON,83,89,1
"« чувствовать больший любовь , который испытывать израильтянин новый зеландия частность наш пострадать город » , — сказать паркер ривлина поблагодарить израиль оказать помощь .",израиль,COUNTRY,163,170,1
"хотя мадурый харизма чавес , пользоваться популярность среди сторонник президент , поскольку являться близкий соратник .",чавес,PERSON,26,32,1
"хотеть , американский доллар идти поддержка военный монополия , который эксплуатировать издеваться гражданин куба .",гражданин куба,NATIONALITY,115,130,1
"прошлый год мадурый переизбрать президент , однако поздний поддерживать сша лидер оппозиция хуан гуайдо провозгласить временной президент .",хуан гуайдо,PERSON,97,108,1
"данные 2016 год , аудитория « голос америка » весь платформа составлять 236 миллион человек неделя весь мир .",голос америка,ORGANIZATION,34,48,1
"клэренс картер приговорить смерть 2007 , приговор привести исполнение - пересмотр ряд вопрос конституционность смертельный инъекция форма смертный казнь .",клэренс картер,PERSON,0,14,1
наш политика стремиться гораздо хороший сделка кубинский народ соединить штат .,кубинский,NATIONALITY,59,69,1
"ранее также пытаться вести переговоры президент сирия башар асад , жестоко подавлять массовый выступление оппозиция свой страна .",башар асад,PERSON,60,74,1
"поэтому многие израиль , узнать землетрясение , помимо солидарность испытывать настоящий боль , — сказать ривлина продолжить .",израиль,COUNTRY,17,24,1
"это дважды переназначаться пост отмена прямой выборы : 2005 г . - представление владимир путин , президент россия , 2010 г . - представление действовать глава государство дмитрий медведев .",владимир путин,PERSON,107,123,1
"« согласно конституция , инаугурация президент - либо причина мочь состояться национальный ассамблея , мочь сделать это верховный суд ; это указать , , — сказать поддерживать чавес законодатель хосе авил .",чавес,PERSON,226,232,1
"ядерный программа иран , уверенный президент венесуэла , носить мирный характер .",иран,COUNTRY,18,23,1
"родитель погибший итальянец одобрить решение суд , назвать « справедливый отношение андреа весь журналист , который рисковать жизнь , донести правда » .",журналист,PROFESSION,106,117,1
"женский разряд сильный весь оказаться австралийский теннисистка саманта стосура , мужской победа одержать серб новак джокович .",саманта стосура,PERSON,67,81,1
сторона объединить сила год назад вынудить международный признать президент страна абду раб мансур хади бежать страна попросить военный вмешательство страна глава саудовский аравия .,саудовский аравия,COUNTRY,194,212,1
"джеймс « бадди » макгирт ( james ( buddy ) mcgirt , тренер дадашев упрашивать дагестанский спортсмен остановить бой , хотеть продолжать .",дадашев,PERSON,53,61,1
адвокат алёхин оксана даров заявить политический ангажированность весь процесс : « маша являться человек крайне активно участвовать гражданский жизнь страна — всюду 5 - летний филипп .,маша,PERSON,88,92,1
"мелодия , который зазвучать момент открытие шкатулка , напомнить роберт брат мартин , который , официальный версия , недавно застрелиться .",мартин,PERSON,81,88,1
"подтверждаться , число погибнуть 13 - летний дочь спортсмен джианна , отец готовить её будущий баскетбол , иметь неофициальный приглашение университет коннектикут , сильный женский программа ncaa .",университет коннектикут,ORGANIZATION,161,186,1
"избирательный кампания проходить лозунг "" первый очередь мали "" .",мали,COUNTRY,63,67,1
"сообщить белый дом , понедельник президент сша барак обама побеседовать новый премьер - министр греция антонис самарас поздравить победа выборы .",антонис самарас,PERSON,114,133,1
"белый дом пояснить , цель действие – восстановление демократия венесуэла .",белый дом,ORGANIZATION,0,9,1
владимир путин поздравить владимир машков 50 - летний юбилей .,владимир машков,PERSON,25,42,1
"программа льготный кредитование « microbank » , создать « caixabank » развитие малое среднее бизнес , также личный потребительский нужда испанец , принести положительный плод .",caixabank,ORGANIZATION,57,66,1
"александр фантастический защита , всё надеяться удар , мочь достать .",александр,PERSON,2,12,1
"это поколебать позиция цай , который январь 2020 год собираться снова стать президент .",президент,PROFESSION,78,89,1
"коби бин брайант , американский профессиональный баскетболист , играть позиция атаковать защитник выступать « лос - анджелес лейкерс » течение 20 сезон национальный баскетбольный ассоциация .",коби бин брайант,PERSON,0,16,1
президент россия владимир путин отпустить израильтянка нааму иссахар .,владимир путин,PERSON,17,31,1
"обращение v - го съезд союз театральный деятель ( стд ) россия , сказать , недопустимый "" любой проявление неприязнь национальный признак человек грузинский национальность , проживать россия уважать закон российский федерация "" , особенно "" . . . сфера культура искусство "" .",грузинский,NATIONALITY,152,162,1
комплект « антология » — полный собрание запись « жар - птица » .,жар - птица,ORGANIZATION,48,57,1
власть раскрыть личность — это 20 - летний выходец чечня хамзат азимов .,хамзат азимов,PERSON,62,75,1
"отсутствие серьёзный военный угроза страна самый главное достижение украина определять председатель центр политический исследование « пента » , владимир фесенко .",украина,COUNTRY,79,86,1
"однако конец первый сет слово взять лидер команда её капитан мария борисенко , вдохновить свой подруга .",мария борисенко,PERSON,67,82,1
почётный пятый место достаться казахстанец максим иглинский .,максим иглинский,PERSON,43,61,1
сообщение портал ivanovo news работа участник оценивать именитый учёный московский вуз .,учёный,PROFESSION,71,77,1
"заявление « хезболл » говориться , « злобный атака против сирия являться грубый нарушение её суверенитет » .",сирия,COUNTRY,60,65,1
"среди гость — партнёр роберт гордон уайтхауз супруг бетти , ведущий менеджер фирма чарльз трэвор стэнтон олуэн пиил — давний близкий подруга семья .",чарльз трэвор стэнтон,PERSON,88,109,1
грузия исправно выполнять свой обязательство качество союзник сша .,сша,COUNTRY,65,68,1
адвокат алёхин оксана даров заявить политический ангажированность весь процесс : « маша являться человек крайне активно участвовать гражданский жизнь страна — всюду 5 - летний филипп .,оксана даров,PERSON,17,30,1
"разговор тайный агент фбр , который притворяться представитель иго , джеймсон просить автомат компонент изготовление бомба .",иго,ORGANIZATION,73,75,1
широко известный выдающийся человеческий качество лидстрёма .,лидстрёма,PERSON,51,60,1
победа сборная россия успеть поздравить премьер - министр дмитрий медведев .,дмитрий медведев,PERSON,72,88,1
сразу выход алёхина прокомментировать новинка :,алёхина,PERSON,19,25,1
"мик джаггера выйти сцена музыка песня ' ' jumpin ’ jack flash ' ' , который начаться концерт .",мик джаггера,PERSON,0,11,1
"официальный поздравление адрес мастер портрет направить , число , президент республика беларусь александр лукашенко мэр москва сергей собянин .",александр лукашенко,PERSON,104,123,1
"результативный состав сборная россия стать нападать екатерина гамов , набрать 15 очко .",екатерина гамов,PERSON,69,85,1
2017 — 2018 год адамович вести блог русский язык сайт « эхо москва » .,адамович,PERSON,18,26,1
"полиция зайти дом гарсия , попросить дать возможность позвонить адвокат запереться спальня .",адвокат,PROFESSION,79,87,1
"рен заявить , ес « денно нощно » работать создание план , призвать предотвратить распространение долговой кризис .",ес,ORGANIZATION,16,18,1
"интересно , сми связь приговор сильвио берлускони вспоминать тёплый дружба бессменный глава россия владимир путин .",владимир путин,PERSON,115,133,1
"следовать переписка , опубликовать трамп - младший , энтузиазм согласиться встретиться женщина , который представить адвокат российский правительство , возможно , располагать разоблачительный информация кандидат президент демократ хиллари клинтон рамка усилие москва поддержка отец .",трамп - младший,PERSON,41,56,1
"частность , статья привести слово помощник фаделла , который рассказать , намеренный перезапустить проект нуль :",фаделла,PERSON,48,55,1
"1979 год рокфеллер оказаться замешать международный скандал , вместе свой давний друг генри киссинджер помочь убедить президент джимми картер позволить иранский шах приехать сша лечение лимфома , стать предпосылка кризис захват заложник иран .",генри киссинджер,PERSON,101,119,1
"спасибо ребята , , оксюморон писать личка , нечего сказать кроме , сказать друг андрей замай : прожить , оксюморон узнать твой творчество .",андрей замай,PERSON,116,128,1
президент россия владимир путин указ 13 февраль 2014 год наградить гендиректор российский международный информационный агентство « россия сегодня » заместитель гендиректор вгтрк дмитрий киселёв орден « заслуга отечество » iv степень .,дмитрий киселёв,PERSON,188,204,1
"внучка ван цзюня , клэр ван , учиться швейцария , соцсеть хвастаться роскошный вещь , писать , уважать свой прадед - генерал .",генерал,PROFESSION,125,133,1
"настоящий европеец гражданин мир , учить отец .",европеец,NATIONALITY,12,20,1
шмидт возглавлять google протяжение десять год .,шмидт,PERSON,0,5,1
"свой карьера лидстрёма выиграть суть всё главный командный приз мировой хоккей : войти символический « тройной золотой клуб » , одержать победа олимпийский игра , чемпионат мир кубок стэнли , причём главный трофей клубный хоккей шведский хоккеист выиграть четыре .",тройной золотой клуб,ORGANIZATION,112,132,1
"презентация глянец новый формат посетить известный украина её предел художник , именитый дизайнер звёздный гость : диана агаян , александр кормилицын , юлия богдан , алексей виктория лебедько , танака икукий , елена гребенюк , константин зубач , андрей киш ( kishe ) , владлен сопко , поль манондиз ведущий телепроект « всё буде добро » надежда матвеев .",александр кормилицын,PERSON,142,164,1
"общение публика долгий открытый , вадим заявить , « „ хроноп “ играть — это поп - музыка , нужный мелодия ! » , назвать свой привязанность , число king crimson cocteau twins , высказать отношение группа « гражданский оборона » , « телевизор » « иллинойз » .",вадим,PERSON,43,48,1
"аветисян также поблагодарить содействие принятие резолюция автор — конгрессмен хетч , также джеймс галстян шериф мидлесекс питер кутунджян усилие защита сша интерес арцах .",хетч,PERSON,88,93,1
фильм принимать участие звезда американский кино хэнкс ( tom hanks ) .,хэнкс,PERSON,53,62,1
« джентльмен » : возвращение прежний гай ричать компания miramax,miramax,ORGANIZATION,56,63,1
"собственный слово , решить пойти финансовый сектор лекция , который провести студент 1993 год баффет .",баффет,PERSON,117,123,1
"прийти « кубок поморье » северянин смочь также насладиться дефиле восточный костюм , который представить очаровательный модель агентство centerum : анастасия шкуренко , анастасия большаков , вероника платонов , даша туров .",вероника платонов,PERSON,200,218,1
"рассчитывать найти поддержка „ справедливый россия “ парламентский партия » , — подытожить канаев .",справедливый россия,ORGANIZATION,32,51,1
хотеть поздравить команда усик победа .,усик,PERSON,26,31,1
"пояснить адвокат , признание мочь послужить повод новый запрос рф выдача россиянин , который , согласно решение греческий суд , должный экстрадирован сша .",россиянин,NATIONALITY,87,97,1
наш политика стремиться гораздо хороший сделка кубинский народ соединить штат .,соединить штат,COUNTRY,83,101,1
павел адамович являться мэр гданьск 1998 год сей пора пользоваться широкий поддержка избиратель .,павел адамович,PERSON,0,14,1
"афины опасаться , случай закрепление название македония соседний страна скопье мочь предъявить территориальный претензия греческий область .",македония,COUNTRY,51,60,1
"ожидаться , медик , следить состояние здоровье гиффордс , перевести близкий реабилитационный центр утром среда 26 январь .",гиффордс,PERSON,55,63,1
26 декабрь 2019 год выйти десятый альбом « макулатура » « rocky and chonyatsky » .,макулатура,ORGANIZATION,43,53,1
венгерский национальный банк планировать выпустить памятный монета честь борец пандемия,венгерский национальный банк,ORGANIZATION,0,28,1
"номинация « проза год » победить сборник архимандрит тихон ( шевкуновый ) « несвятой святой рассказ » ( издательство сретенский монастырь , « олма медиа группа » ) .",олма медиа группа,ORGANIZATION,147,163,1
"новый зеландия целое крайстчёрч , частность , являться место , который молодой израильтянин мечтать посетить .",новый зеландия,COUNTRY,0,14,1
"президент палестина махмуд аббас , который пользоваться поддержка организация фатх , мочь уйти отставка .",махмуд аббас,PERSON,20,32,1
"лента « фрутвейл » ( « фруктовый сад » ) 26 - летний райан куглера получить приз жюри хороший игровой американский фильм , также престижный приз зрительский симпатия категория .",райан куглера,PERSON,46,60,1
джошуа начать программировать возраст 12 год .,джошуа,PERSON,0,6,1
"несколько быстрый касание россиянин дзагоев , зырянов кержаков выйти контратака .",кержаков,PERSON,56,64,1
"меркель подчеркнуть , ес нато должный тесно сотрудничать весь очаг напряжённость , это делать афганистан .",ес,ORGANIZATION,25,27,1
"представитель талибан сообщить , ход переговоры обсуждаться деталь реализация соглашение сша талиб , подписать 29 февраль доха цель положить конец война афганистан .",талиб,ORGANIZATION,108,116,1
приз хороший мужской хороший женский роль получить актёр « балканский рубеж » : знаменитый ещё 70 - х год гойкий митич равшан курков .,гойкий митич,PERSON,115,126,1
"15 - го этап лидер гонка оставаться алехандро вальверде , второй место немец роберт гесинк , третий — испанец самуэль санчёс .",самуэль санчёс,PERSON,122,136,1
"незабываемый выходной подарить северодвинец обладатель грант « молодёжь поморье 2012 - 2014 » архангельский региональный общественный организация « федерация восточный танец поморье » роо архангельский объединение авторский кукла « кукольный домик » , который , день , представить суд зритель выставка авторский кукла « 1000 сказка » .",архангельский региональный общественный организация « федерация восточный танец поморье,ORGANIZATION,96,183,1
"крестноходец верить , поддерживать божий мать подавать путь чудо исцеление помощь .",божий мать,PERSON,45,57,1
китайский диссидент создавать аналог wikileaks,wikileaks,ORGANIZATION,36,45,1
президент израиль реувен ривлина премьер - министр биньямин нетаньяху обратиться путин просьба помилование девушка .,путин,PERSON,82,88,1
"китай торжественно открыть джибути первый зарубежный военный база , служить тысяча военный .",китай,COUNTRY,0,5,1
"- греческий позиция официальный название македония оон 1993 год — « бывший югославский республика македония » , греция блокировать вступление евросоюз нато .",евросоюз,ORGANIZATION,153,161,1
приятель джохар царнаева робеть филлипос выпустить залог,джохар царнаева,PERSON,9,25,1
"лауреат конкурс « флера - де - лис » , приурочить победа россия отечественный война 1812 год , стать программа содействие издательский дело pouchkine , рамка который 1990 — 2012 год поддержать выпуск российский издательство около 900 перевод французский литература универсальный тематика .",pouchkine,ORGANIZATION,143,152,1
замбиец выстоять остаться дополнительный время свести матч серия пенальти .,замбиец,NATIONALITY,0,8,1
"« катастрофа » евро привести отказ швейцарский национальный банк « потолок » курс франк евро уровень 1 , 2 франк евро , который ввести 2011 год цель сдержать дефляционный риск поддержать торговля экономика швейцария .",швейцария,COUNTRY,231,240,1
поздний филипп принести клятва верность конституция народ член оба палата федеральный парламент .,федеральный парламент,ORGANIZATION,90,113,1
"30 июнь 2013 год цска москва стать самый первый россия профессиональный футбольный клуб , принять участие китайский коммерческий футбольный турнир .",цска москва,ORGANIZATION,18,29,1
"путин выразить надежда , великий собор удаться восстановить , предложить направить франция хороший российский специалист , иметь богатый опыт реставрация памятник мировой культурный наследие , число произведение средневековый зодчество .",франция,COUNTRY,88,95,1
"1927 год 19 год вступить коммунистический партия , служить красный армия .",коммунистический партия,ORGANIZATION,31,54,1
"свой карьера лидстрёма выиграть суть всё главный командный приз мировой хоккей : войти символический « тройной золотой клуб » , одержать победа олимпийский игра , чемпионат мир кубок стэнли , причём главный трофей клубный хоккей шведский хоккеист выиграть четыре .",лидстрёма,PERSON,16,24,1
"шутка , время , пока стоять руль , google превратиться наиболее популярный поисковик мир , "" заразить "" интернет - сообщество просмотр видеоролик youtube выпустить мобильный ос android , который близкий время наверняка стать популярный мобильный платформа мир .",google,ORGANIZATION,45,51,1
"сообщить the hollywood reporter конец сентябрь 2014 год , британский актёр мэтт смит , исполнять роль одиннадцатый доктор британский телесериал « доктор » , сыграть экранизация роман американский писатель сет грэм - смит « гордость предубеждение зомби » , который являться вольный интерпретация классический произведение англичанка джейн остин , священник мистер коллинза .",коллинза,PERSON,384,392,1
"мурад оказаться число около 3000 езидский девушка женщина , стать жертва изнасилование , сексуальный рабство притеснение сторона армия иго .",мурад,PERSON,0,5,1
"скандинавка приехать марокко месяц , путешествовать « дикарь » проходить популярный среди путешественник маршрут самостоятельно , гид .",марокко,COUNTRY,23,30,1
"сторонник левый взгляд чавес - прежний пользоваться популярность малообеспеченный население венесуэла , однако каприлеса удаться мобилизовать сила оппозиция .",каприлеса,PERSON,116,125,1
30 ноябрь британский королевский общество вручить стивен хокинг престижный медаль копля ( copley medal ) .,стивен хокинг,PERSON,49,64,1
"заявка сборная россия руководство владимир кузюткина попасть связующий вера улякина евгений старцев , нападать леся махно , любовь соколов , наталья гончаров , ольга фатеев , екатерина гамов татьяна кошелев , блокировать мария борисенко ( капитан команда ) , мария перепёлкин , елена константинов юлия меркулов либеро светлана крючков екатерина кабешов .",ольга фатеев,PERSON,170,183,1
"2014 год дело закрытый , возобновить 2016 год , голстейн интервью fox news заявить , убить талиб , задержать афганский район мардж , опасение , , отпустить свобода , нападать афганец , помогать американский военный .",военный,PROFESSION,275,282,1
"сказать , шмидт получить должный компенсация отличный руководство компания .",шмидт,PERSON,22,27,1
джокович стосура — триумфатор us open 2011,джокович,PERSON,0,8,1
"обращаться десятка тысяча человек , присутствовать месса площадь святой пётр , понтифик сказать , хотеть , сбор стать « жест благотворительность , который облегчить материальный страдание , продемонстрировать личный близость близость весь церковь » народ украина .",украина,COUNTRY,292,299,1
"марк отметить , рабочий visteon рассказать рабочий vestas , захват « являться , должный сделать , защитить » .",рабочий,PROFESSION,18,25,1
счёт уильямс 13 победа турнир серия большой шлем .,уильямс,PERSON,9,16,1
"дилайла , опустошить , начать распадаться брак , 2007 год прийти посольство россия оттава предложить продать секретный информация .",посольство россия,ORGANIZATION,79,96,1
26 - летний американец сторонник исламский государство ( иго ) .,иго,ORGANIZATION,61,63,1
"жирков рассказать , оставаться "" анжи "" ещё год .",жирков,PERSON,0,6,1
"cаманта стосура — девятый ракетка мир потребоваться лишь 73 минута , одержать победа уильямс счёт 6 : 2 , 6 : 3 .",cаманта стосура,PERSON,0,14,1
"скорсез де ниро выступить также продюсер лента , сценарий поручить написать стивен зэйллиана , автор « список шиндлера » ( schindler ' s list ) « банда нью - йорк » ( gangs of new york ) .",де ниро,PERSON,11,18,1
"менее результат совещание сурков заверить путин , правительство совместно администрация президент сделать всё необходимый устранение недостаток сфера .",правительство,ORGANIZATION,65,78,1
"суббота , 6 октябрь 2018 год , советский российский художник - живописец график александр шилов отметить свой 75 - летний юбилей .",александр шилов,PERSON,83,98,1
"принять резолюция , законодатель массачусетс поддержать всеобщий ценность право свобода человек » , — заявить связь принятие резолюция постоянный представитель нкр сша роберт аветисян .",законодатель массачусетс,PROFESSION,22,47,1
"санкция « помешать попытка мадурый использовать венесуэльский нефть качество инструмент торг переговоры помочь сторонник обрести защита куба » , говориться заявление министр финансы стивен мнучин .",мадурый,PERSON,27,33,1
адвокат политика заявить намерение подать жалоба еспча .,еспча,ORGANIZATION,54,58,1
"свой фейсбук - аккаунт ивобь назвать глава « лига » маттео сальвини « великий лидер » , который привести партия победа .",маттео сальвини,PERSON,51,66,1
"инициатива перейти российский команда , доминиканка начать совершать невынужденный ошибка .",российский команда,ORGANIZATION,21,39,1
"напомнить , 2011 год бардо написать премьера россия путин письмо благодарность , запретить россия охотиться детёныш тюлень , назвать ' ' « президент свой сердце » ' ' .",путин,PERSON,57,63,1
"ранее понедельник госсекретарь сша джон керри заявить , сша возражать против вооружение сирийский повстанец великобритания франция .",сирийский,COUNTRY,101,110,1
соглашение сокращение бюджет долговой своп кредитор греция позволить страна получить новый пакет помощь евросоюз международный валютный фонд .,евросоюз,ORGANIZATION,122,131,1
"прошлый год мадурый переизбрать президент , однако поздний поддерживать сша лидер оппозиция хуан гуайдо провозгласить временной президент .",сша,COUNTRY,77,80,1
тихий норвегия — это самый крупный трагедия время второй мировой война .,норвегия,COUNTRY,10,18,1
говорить — норвегия должный сильный узнавать .,норвегия,COUNTRY,17,25,1
", украина являться успешный , украинец винить руководитель , больший успех 20 год независимость считать отсутствие военный конфликт .",украина,COUNTRY,11,18,1
замглавы российский мид рф андрей руденко заявить : « россия собираться собираться никой образ вмешиваться внутренний дело грузия иной вид » .,россия,COUNTRY,52,58,1
"мнение аналитик , канцлер меркель , совершенство владеть русский язык , главный контактный лицо ес диалог путин .",ес,ORGANIZATION,110,112,1
"« единый россия » поддержать инициатива далее . медведев , лидер лдпр . жириновский также одобрить переименование .",далее . медведев,PERSON,38,50,1
« наш установка — хотеть работать госдума конструктивный русло .,госдума,ORGANIZATION,35,43,1
"владелец кафе йохен шарф принять свой крыло необычный посетитель , принять самый деятельный участие процесс , снабжать занятой рукоделие горячий шоколад .",йохен шарф,PERSON,14,24,1
случай россия земан настаивать кандидатура владимир ремек - первый чехословацкий космонавт депутат чешский компартия европарламент .,владимир ремек,PERSON,51,67,1
"стоить говорить , 55 - летний шмидт сделать это время google большой , мочь сделать основатель компания - ларри пейдж сергей брина .",google,ORGANIZATION,63,69,1
удаться добиться снятие обвинение непреднамеренный убийство авиакомпания continental airlines дело катастрофа лайнер concorde 2000 год .,continental airlines,ORGANIZATION,81,101,1
китай отправить венесуэла второй партия медицинский помощь .,китай,COUNTRY,0,5,1
умереть кирк дуглас — последний представитель « золотой век » американский кинематограф,кирк дуглас,PERSON,5,16,1
"браудёр также активно участвовать общественно - политический жизнь , писать статья право человек вашингтонский газета .",браудёр,PERSON,0,7,1
